#Province id 0 is ignored, hard coded.
247;146;29;234;Ustennu;
248;84;91;212;Salamina;x;
249;238;3;54;Kanakia;x;
250;4;204;34;Loutsa;
251;67;2;234;Kistuwant;
252;203;114;14;Threia;
253;42;234;124;Erythrai;
254;41;24;228;Eleusis;
255;219;94;199;Phyle;
256;49;174;251;Pireas;
257;184;14;4;Athenai;x;
258;218;224;74;Axarnes;
259;193;7;179;Chalandri;
260;131;14;170;Serretu;
261;244;58;80;Kitsi;
262;148;130;165;Lagonisi;
263;164;249;91;Koropi;
264;77;93;230;Utchat;
265;143;129;55;Anavyssos;
266;58;132;102;Lavrion;
267;137;62;233;Thorikos;
268;211;188;183;Mesoyaias;
269;248;71;220;Rafina;
270;77;246;17;Marathon;
271;177;46;179;Dikastika;
272;7;146;227;Tura;
273;27;131;120;Ramnous;
274;144;55;139;Malakasa;
275;140;106;203;Liddatu;
276;171;71;250;Avlonas;
277;87;182;70;Harmu;
278;23;3;74;Kitharion;x;
279;23;3;75;Helikon;x;
280;23;3;76;Mountain;x;
281;23;3;77;Parnassos;x;
282;23;3;78;Mountain;x;
283;23;3;79;Mountain;x;
284;23;3;80;Oita;x;
285;23;3;81;Mountain;x;
286;23;3;82;Mountain;x;
287;23;3;83;Korax;x;
288;23;3;84;Mountain;x;
289;23;3;85;Vast Desert;x;
290;23;3;86;Mountain;x;
291;23;3;87;Mountain;x;
292;23;3;88;Mountain;x;
293;23;3;89;Mountain;x;
294;23;3;90;Mountain;x;
295;23;3;91;Mountain;x;
296;23;3;92;Mountain;x;
297;23;3;93;Mountain;x;
298;23;3;94;Mountain;x;
299;23;3;95;Mountain;x;
300;23;3;96;Mountain;x;
301;23;3;97;Mountain;x;
302;23;3;98;Mountain;x;
303;23;3;99;Mountain;x;
304;23;3;100;Psili Koryfi;x;
305;23;3;101;Taurus;x;
306;23;3;102;Mountain;x;
307;23;3;103;Mountain;x;
308;23;3;104;Mountain;x;
309;23;3;105;Mountain;x;
310;23;3;106;Mountain;x;
311;23;3;107;Mountain;x;
312;23;3;108;Pelion;x;
313;23;3;109;Mountain;x;
314;23;3;110;Mountain;x;
315;23;3;111;Olympos;x;
316;23;3;112;Mountain;x;
317;23;3;113;Mountain;x;
318;23;3;114;Mountain;x;
319;23;3;115;Mountain;x;
320;23;3;116;Mountain;x;
321;23;3;117;Mountain;x;
322;177;83;190;Zununnû;
323;127;183;10;Dafni;
324;171;138;192;Hysiai;
325;71;153;126;Pagae;
326;72;81;220;Ellopia;
327;128;123;11;Platea;
328;211;187;67;Thespia;
329;62;197;111;Kadmeia;x;
330;15;165;200;Sûsabinnu;
331;151;65;238;Thisvi;
332;185;169;145;Haliartos;
333;59;245;185;Mavrommatia;
334;172;25;162;Akraifnio;
335;238;74;196;Hassâshu;
336;121;225;86;Polyrinia;
337;247;45;118;Lebadeia;
338;149;82;20;Akontio;
339;128;232;150;Orchomenos;
340;120;81;253;Basti;
341;118;117;248;Tragana;
342;127;77;227;Malesina;
343;129;114;11;Bakhau;
344;180;181;53;Larimna;
345;119;116;38;Helwan;
346;112;113;114;Mountain;x;
347;217;145;123;Aplu;
348;87;126;142;Eleon;
349;219;82;185;Dhrosia;
350;119;100;234;Abarnium;
351;219;20;134;Oinoi;
352;179;240;182;Arma;
353;220;220;220;Limni Paralimni;
354;221;221;221;Limni Iliki;
355;222;222;222;Limni Kopaida;
356;223;223;223;Limni Trichonida;
357;224;224;224;Limni Lisimachia;
358;225;225;225;Lake Tashk;
359;226;226;226;Lake Parishan;
360;227;227;227;Lake Bakhtegan;
361;228;228;228;Sea of Galilee;
362;143;117;247;Livanates;
363;27;157;107;Beqtui;
364;127;207;78;Kerinthos;
365;234;187;234;Akti;
366;173;96;55;Oroibiai;
367;172;71;155;Asproneri;
368;178;123;69;Kerynthos;
369;173;177;87;Penginion;
370;99;198;173;Peka;
371;199;18;233;Peshennu;
372;139;38;213;Thermopylae;
373;189;238;44;Delfino;
374;186;98;73;Amâru;
375;79;118;13;Halabit;
376;93;228;173;Lamia;
377;149;98;39;Kostalexis;
378;129;238;3;Anthili;
379;149;113;193;Diktynnaion;
380;112;18;132;Akres;
381;212;185;32;Ekhinos;
382;237;174;82;Gyrtone;
383;240;180;11;Exarkhos;
384;214;188;21;Khaironeia;
385;79;202;99;Davleia;
386;12;18;254;Nûru;
387;138;81;232;Aigai;
388;183;80;219;Kyriaki;
389;134;57;31;Antikyra;
390;238;118;2;Distomo;
391;138;218;25;Arachova;
392;38;181;200;Delphi;
393;28;18;253;Makria;
394;68;138;23;Peter;
395;148;185;216;Kotylaion;
396;158;233;21;Amphissa;
397;178;237;22;Prosilio;
398;112;246;117;Bralos;
399;118;226;23;Krioneritis;
400;84;64;213;Oinochori;
401;134;164;38;Amphikleia;
402;34;137;80;Herwer;
403;156;134;113;Tithorea;
404;184;142;43;x;iliki;iliki
405;232;146;11;Kirra;
406;131;144;143;Diom;
407;114;234;17;Pournos;
408;139;126;113;Galaxidhion;
409;141;166;227;Filla;
410;44;247;153;Erateini;
411;63;162;243;Kymi;
412;136;147;253;Natâlu;
413;146;147;53;Tummumish;
414;224;47;138;Ambrakia;
415;244;47;52;Aigition;
416;141;244;130;Artemisio;
417;103;140;3;Elatou;
418;202;47;253;Khalkis;
419;40;47;243;Barâru;
420;111;240;7;Rasmu;
421;144;47;241;Zarex;
422;171;170;247;Potidania;
423;151;140;72;Tamynai;
424;211;241;78;Elyros;
425;216;242;172;Stilia;
426;11;140;72;Antirrio;
427;177;41;170;Amyranthos;
428;12;245;70;Sarkaliya;
429;128;244;71;Kalydon;
430;251;41;173;Eretria;
431;154;242;77;Messolonghi;
432;231;46;179;Mousoura;
433;25;141;83;Pet-mer;
434;213;126;233;Huppudu;
435;144;21;153;Gavalou;
436;155;21;78;Makrinou;
437;127;143;83;Azmu;
438;51;147;53;Thermos;
439;226;142;222;Phystion;
440;247;221;1;Maleme;
441;111;150;124;Psachna;
442;246;22;254;Diglu;
443;242;161;136;Dhokimion;
444;223;101;13;Sakkuku;
445;137;21;240;Tille;
446;177;71;252;Nabâtu;
447;93;98;204;Styra;
448;172;21;143;Louros;
449;73;231;12;Histiaia;
450;27;21;255;Oinaidai;
451;237;211;5;Katochi;
452;217;31;55;Marmarion;
453;213;49;55;Valti;
454;212;101;25;Akteo;
455;37;51;199;Harranu;
456;2;214;251;Oeneidae;
457;57;171;195;Ioannina;
458;127;221;45;Shaqîsh;
459;121;231;8;Maar;
460;89;125;38;Prasino;
461;189;153;82;Mytikas;
462;84;229;128;Bampini;
463;91;235;33;Alyzia;
464;199;15;138;Ambrakos;
465;189;223;132;Sybota;
466;19;157;83;Rachi;
467;192;15;163;Medion;
468;191;235;58;Elina;
469;93;152;39;Tryfos;
470;94;252;138;Fenti;
471;134;206;146;Vonitsa;
472;44;52;238;Anaktorion;
473;184;152;235;Dashpu;
474;144;92;68;Abattum;
475;134;192;168;Karystos;
476;14;199;228;Peratia;
477;141;188;209;Warsanu;
478;124;183;182;Nariko;
479;164;66;161;Chortata;
480;148;157;85;Polikhna;
481;149;137;89;Bu'û;
482;147;153;186;Ithaki;
483;248;57;77;Phiskardo;
484;48;243;181;Tapusza;
485;168;137;6;Stropones;
486;43;139;26;Sami;
487;141;52;116;Pronoi;
488;148;157;86;Phara;
489;128;170;36;Atheras;
490;118;127;253;Pale;
491;156;67;2;Fet-ab;
492;218;7;249;Krani;
493;8;74;194;Uwahnuwar;
494;182;27;239;Korithi;
495;178;181;150;Mariai;
496;207;48;103;Keri;
497;232;227;1;Zakynthos;
498;115;237;144;Oreos;
499;205;123;136;Stratos;
500;125;52;253;Amphilokhia;
501;35;235;113;Rivio;
502;151;146;153;Duru;
503;178;73;139;Sitomena;
504;213;172;6;Aperanteia;
505;142;89;65;Tripotamo;
506;51;170;241;Fidakia;
507;162;183;36;Watkunu;
508;236;29;146;Khorion;
509;193;219;5;Tarra;
510;41;5;255;Daphnai;
511;241;15;73;Riqqû;
512;211;153;9;Letopolis;
513;11;120;195;Ariada;
514;197;152;191;Empesos;
515;210;147;115;Idomene;
516;91;55;254;Thiamos;
517;141;23;250;Floriada;
518;221;13;92;Peta;
519;91;150;1;Megkla;
520;201;35;95;Irakleia;
521;230;132;63;Theodoria;
522;239;131;194;Koryfi;
523;31;236;88;Mesounta;
524;151;215;190;Pindos;
525;139;175;31;Elati;
526;196;132;5;Spathes;
527;137;59;227;Kalyvia;
528;232;205;132;Ortha;
529;118;235;1;Smoukovou;
530;227;35;85;Rovoliari;
531;233;23;193;Levkas;
532;241;173;2;Ptelea;
533;27;243;93;Fteri;
534;73;54;255;Stirfaka;
535;123;99;25;Perivoli;
536;171;231;36;x;yniada;yniada
537;117;54;142;Metallia;
538;107;255;1;Vouzion;
539;204;100;200;Palamas;
540;97;174;205;Pequ;
541;33;198;75;Anavra;
542;113;70;239;Mast;
543;136;34;199;Neraida;
544;197;131;193;Maftet;
545;158;58;233;Almirou;
546;17;228;12;Halos;
547;166;91;198;Nies;
548;74;132;231;Peleos;
549;114;141;227;Upputu;
550;192;162;50;Ripîtu;
551;66;178;152;Pyrasos;
552;124;128;41;Gukku;
553;151;126;235;Filaki;
554;128;102;130;Pagasai;
555;102;62;33;Iolkos;
556;198;2;250;Khadem;
557;92;136;39;Korope;
558;187;83;234;Mahu;
559;184;236;39;Mates;
560;87;32;253;Trikeri;
561;36;29;251;Anri;
562;182;198;3;Menkhu;
563;81;130;157;Mistros;
564;83;129;99;Glaphyrai;
565;154;201;43;Sesklo;
566;103;230;59;Mangu;
567;182;206;30;Mutqû;
568;183;2;252;Oloosson;
569;99;199;3;Kissamos;
570;182;222;63;Te-jedt-red;
571;97;172;99;Shallapa;
572;174;97;163;Kusâpu;
573;121;202;43;Bouthoe;
574;171;231;160;Agnanteri;
575;177;22;49;Ensu;
576;131;102;99;Asprogia;
577;92;191;243;Akullû;
578;130;199;5;Thaumakoi;
579;97;179;233;Diru'u;
580;61;166;53;Leontari;
581;144;94;241;Uhinnu;
582;53;96;249;Kedros;
583;141;63;203;Filia;
584;155;56;83;Himêtu;
585;51;96;250;Euydrion;
586;159;56;214;Pharsalos;
587;69;156;1;Thetideion;
588;157;72;177;Gitipû;
589;159;99;4;Melia;
590;149;236;199;Merrt;
591;133;86;79;Meliboia;
592;99;196;66;Kasthaneia;
593;139;76;59;Kileler;
594;89;243;179;Mehait;
595;148;236;199;Aetolophos;
596;77;156;57;Samîdu;
597;70;197;153;Eleftherio;
598;133;96;39;Pappîru;
599;79;156;89;Zappio;
600;249;56;209;Krannon;
601;239;153;98;Iperia;
602;59;157;232;Pasru;
603;189;44;167;Fyllo;
604;179;166;43;Limnaion;
605;199;67;145;Lasqum;
606;233;224;66;Proastio;
607;167;96;179;Ithome;
608;129;5;5;Dimos;
609;249;125;118;Pialeia;
610;39;152;6;Trikke;
611;149;26;203;Shamnu;
612;78;143;178;Piniada;
613;159;241;99;Potamia;
614;6;253;7;Kipina;
615;139;21;229;Anargiri;
616;99;200;165;Argoura;
617;154;93;2;Amygdalea;
618;169;160;193;Larissa;
619;199;2;250;Agria;
620;78;116;143;Elateia;
621;138;56;241;Elateia;
622;172;216;43;Ampelona;
623;156;76;142;Deleria;
624;72;117;133;Argyro;
625;158;76;231;Gonnoi;
626;158;198;63;Samanum;
627;153;66;237;Homolion;
628;82;141;74;Eurymenai;
629;153;164;93;Aigina;
630;153;91;191;Tuhuppiya;x;
631;79;59;244;Arû;
632;188;123;188;Pedino;
633;255;221;1;Thesteia;
634;143;113;193;Phalara;
635;213;241;78;Naupaktos;
636;123;225;86;Solinaro;
637;67;2;233;Pruili;
638;193;216;5;Karpenisi;
639;201;191;30;Phortosi;
640;153;113;24;Warulili;
641;14;62;252;Kamaria;
642;25;237;236;Mediterranean;x;
643;42;198;236;Mediterranean;x;
644;41;142;236;Mediterranean;x;
645;2;247;226;Nile Delta;x;
646;44;90;206;Mediterranean;x;
647;86;164;226;Nile Delta;x;
648;28;196;226;Nile Delta;x;
649;70;99;246;Nile Delta;x;
650;2;102;196;Mediterranean;x;
651;44;75;217;Mediterranean;x;
652;25;237;237;Mediterranean;x;
653;42;198;237;Mediterranean;x;
654;41;142;237;Mediterranean;x;
655;2;247;227;Mediterranean;x;
656;44;90;207;Mediterranean;x;
657;86;164;227;Mediterranean;x;
658;28;196;227;Mediterranean;x;
659;70;99;247;Mediterranean;x;
660;2;102;197;Nile Delta;x;
661;44;75;218;Nile Delta;x;
662;25;237;238;Mediterranean;x;
663;42;198;238;Mediterranean;x;
664;41;142;238;Mediterranean;x;
665;2;247;228;Red Sea;x;
666;44;90;208;Mediterranean;x;
667;86;164;228;Mediterranean;x;
668;28;196;228;Nile Delta;x;
669;70;99;248;Mediterranean;x;
670;2;102;198;Nile Delta;x;
671;44;75;219;Mediterranean;x;
672;25;237;239;Nile Delta;x;
673;42;198;239;Nile Delta;x;
674;41;142;239;Mediterranean;x;
675;2;247;229;Nile Delta;x;
676;44;90;209;Mediterranean;x;
677;86;164;229;Nile Delta;x;
678;28;196;229;Mediterranean;x;
679;70;99;249;Nile Delta;x;
680;2;102;199;Mediterranean;x;
681;44;75;220;Mediterranean;x;
682;25;237;240;Mediterranean;x;
683;42;198;240;Mediterranean;x;
684;41;142;240;Mediterranean;x;
685;2;247;230;Mediterranean;x;
686;44;90;210;Mediterranean;x;
687;86;164;230;Mediterranean;x;
688;28;196;230;Mediterranean;x;
689;70;99;210;Mediterranean;x;
690;2;102;220;Mediterranean;x;
691;44;75;221;Mediterranean;x;
692;25;237;241;Mediterranean;x;
693;42;198;241;Mediterranean;x;
694;41;142;241;Mediterranean;x;
695;2;247;231;Mediterranean;x;
696;44;90;211;Mediterranean;x;
697;86;164;231;Mediterranean;x;
698;28;196;231;Mediterranean;x;
699;70;99;211;Mediterranean;x;
700;2;102;221;Mediterranean;x;
701;44;75;222;Mediterranean;x;
702;25;237;242;Mediterranean;x;
703;42;198;242;Mediterranean;x;
704;41;142;242;Mediterranean;x;
705;2;247;232;Mediterranean;x;
706;44;90;212;Mediterranean;x;
707;86;164;232;Mediterranean;x;
708;28;196;232;Mediterranean;x;
709;70;99;212;Mediterranean;x;
710;2;102;222;Mediterranean;x;
711;44;75;223;Mediterranean;x;
712;25;237;243;Mediterranean;x;
713;42;198;243;Nile Delta;x;
714;41;142;243;Mediterranean;x;
715;2;247;233;Mediterranean;x;
716;44;90;213;Mediterranean;x;
717;86;164;233;Mediterranean;x;
718;28;196;233;Mediterranean;x;
719;70;99;213;Mediterranean;x;
720;2;102;223;Mediterranean;x;
721;44;75;224;Mediterranean;x;
722;25;237;244;Mediterranean;x;
723;42;198;244;Mediterranean;x;
724;41;142;244;Mediterranean;x;
725;2;247;234;Mediterranean;x;
726;44;90;214;Mediterranean;x;
727;86;164;234;Mediterranean;x;
728;28;196;234;Mediterranean;x;
729;70;99;214;Mediterranean;x;
730;2;102;224;Mediterranean;x;
731;44;75;225;Mediterranean;x;
732;25;237;245;Mediterranean;x;
733;42;198;245;Mediterranean;x;
734;41;142;245;Nile Delta;x;
735;2;247;235;Mediterranean;x;
736;44;90;215;Red Sea;x;
737;86;164;235;Mediterranean;x;
738;28;196;235;Mediterranean;x;
739;70;99;215;Red Sea;x;
740;2;102;225;Mediterranean;x;
741;44;75;226;Mediterranean;x;
742;25;237;246;Mediterranean;x;
743;42;198;246;Mediterranean;x;
744;41;142;246;Red Sea;x;
745;2;247;236;Mediterranean;x;
746;44;90;216;Mediterranean;x;
747;86;164;236;Mediterranean;x;
748;28;196;236;Mediterranean;x;
749;70;99;216;Red Sea;x;
750;2;102;226;Mediterranean;x;
751;44;75;227;Red Sea;x;
752;25;237;247;Mediterranean;x;
753;42;198;247;Red Sea;x;
754;41;142;247;Mediterranean;x;
755;2;247;237;Red Sea;x;
756;44;90;217;Mediterranean;x;
757;86;164;237;Mediterranean;x;
758;28;196;237;Red Sea;x;
759;70;99;217;Red Sea;x;
760;2;102;227;Red Sea;x;
761;44;75;228;Red Sea;x;
762;25;237;248;Mediterranean;x;
763;42;198;248;Mediterranean;x;
764;41;142;248;Mediterranean;x;
765;2;247;238;Mediterranean;x;
766;44;90;218;Red Sea;x;
767;86;164;238;Mediterranean;x;
768;28;196;238;Mediterranean;x;
769;70;99;218;Mediterranean;x;
770;2;102;228;Red Sea;x;
771;44;75;229;Mediterranean;x;
772;25;237;249;Mediterranean;x;
773;42;198;249;Mediterranean;x;
774;41;142;249;Mediterranean;x;
775;2;247;239;Mediterranean;x;
776;44;90;219;Mediterranean;x;
777;86;164;239;Mediterranean;x;
778;28;196;239;Mediterranean;x;
779;70;99;219;Mediterranean;x;
780;2;102;229;Mediterranean;x;
781;1;50;230;Mediterranean;x;
782;173;197;230;Mediterranean;x;
783;151;176;210;Mediterranean;x;
784;107;150;220;Mediterranean;x;
785;1;50;231;Mediterranean;x;
786;173;197;231;Red Sea;x;
787;151;176;211;Mediterranean;x;
788;107;150;221;Mediterranean;x;
789;110;197;231;Mediterranean;x;
790;1;50;232;Mediterranean;x;
791;173;197;232;Mediterranean;x;
792;151;176;212;Mediterranean;x;
793;107;150;222;Mediterranean;x;
794;110;197;232;Mediterranean;x;
795;1;50;233;Mediterranean;x;
796;173;197;233;Nile Delta;x;
797;151;176;213;Mediterranean;x;
798;107;150;223;Nile Delta;x;
799;110;197;233;Mediterranean;x;
800;1;50;234;Mediterranean;x;
801;173;197;234;Mediterranean;x;
802;151;176;214;Mediterranean;x;
803;107;150;224;Mediterranean;x;
804;110;197;234;Mediterranean;x;
805;1;50;235;Red Sea;x;
806;173;197;235;Mediterranean;x;
807;151;176;215;Mediterranean;x;
808;107;150;225;Mediterranean;x;
809;110;197;235;Mediterranean;x;
810;1;50;236;Mediterranean;x;
811;173;197;236;Mediterranean;x;
812;151;176;216;Mediterranean;x;
813;107;150;226;Mediterranean;x;
814;110;197;236;Mediterranean;x;
815;1;50;237;Mediterranean;x;
816;173;197;237;Mediterranean;x;
817;107;150;227;Mediterranean;x;
818;110;197;237;Mediterranean;x;
819;170;150;137;Mediterranean;x;
820;1;50;238;Mediterranean;x;
821;173;197;238;Mediterranean;x;
822;151;176;218;Mediterranean;x;
823;107;150;228;Mediterranean;x;
824;110;197;238;Mediterranean;x;
825;1;50;239;Mediterranean;x;
826;173;197;239;Nile Delta;x;
827;151;176;219;Mediterranean;x;
828;107;150;229;Red Sea;x;
829;110;197;239;Nile;x;
830;1;50;240;Mediterranean;x;
831;173;197;240;Mediterranean;x;
832;151;176;220;Mediterranean;x;
833;107;150;230;Nile;x;
834;110;197;240;Red Sea;x;
835;1;50;241;Nile Delta;x;
836;173;197;241;Nile Delta;x;
837;151;176;221;Mediterranean;x;
838;107;150;231;Mediterranean;x;
839;110;197;241;Mediterranean;x;
840;1;50;242;Mediterranean;x;
841;173;197;242;Mediterranean;x;
842;151;176;222;Mediterranean;x;
843;107;150;232;Mediterranean;x;
844;110;197;242;Mediterranean;x;
845;1;50;243;Mediterranean;x;
846;173;197;243;Mediterranean;x;
847;151;176;223;Mediterranean;x;
848;107;150;233;Mediterranean;x;
849;110;197;243;Mediterranean;x;
850;1;50;244;Mediterranean;x;
851;173;197;244;Mediterranean;x;
852;151;176;224;Mediterranean;x;
853;107;150;234;Mediterranean;x;
854;110;197;244;Mediterranean;x;
855;1;50;245;Mediterranean;x;
856;173;197;245;Mediterranean;x;
857;151;176;225;Nile Delta;x;
858;107;150;235;Nile Delta;x;
859;110;197;245;Mediterranean;x;
860;1;50;246;Nile Delta;x;
861;173;197;246;Mediterranean;x;
862;151;176;226;Mediterranean;x;
863;107;150;236;Red Sea;x;
864;110;197;246;Mediterranean;x;
865;1;50;247;Mediterranean;x;
866;173;197;247;Mediterranean;x;
867;151;176;227;Mediterranean;x;
868;107;150;237;Nile Delta;x;
869;110;197;247;Mediterranean;x;
870;1;50;248;Red Sea;x;
871;173;197;248;Nile Delta;x;
872;151;176;228;Mediterranean;x;
